BPM,SpO2,Temp,Humidity,Motion(AX),Motion(AY),Motion(AZ),Lat,Lon,Label
120,91.6,-9.2,58.3,1880,-96,20420,13.127256,79.917383,Fatigue
140,93.8,-9.4,76.1,1560,-208,19120,13.127258,79.917385,Cold_Risk
154,92.8,-9.8,77.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
168,91.6,-9.2,68.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
94,98.2,-9.7,67.2,1500,-308,13680,13.127255,79.917382,Normal
121,92.2,-9.8,68.9,1640,-420,12420,13.127254,79.917381,Fatigue
122,91.0,-9.3,69.7,1780,-536,11540,13.127253,79.917380,Fatigue
154,93.2,-9.7,67.2,1500,-308,13680,13.127255,79.917382,Injury_Risk
170,92.2,-9.8,68.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
182,91.0,-9.3,69.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
90,98.0,-9.4,63.3,4400,2000,13000,13.127252,79.917379,Normal
108,97.4,-9.9,74.7,5400,2600,11600,13.127251,79.917378,Normal
124,93.8,-9.2,74.5,6400,3200,10200,13.127250,79.917377,Fatigue
130,94.0,-9.4,73.3,4400,2000,13000,13.127252,79.917379,Fatigue
158,93.4,-9.9,74.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
177,93.8,-9.2,74.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
146,90.8,-9.7,70.1,2380,3680,16640,13.127249,79.917376,Cold_Risk
158,89.6,-9.8,71.3,2660,-4280,17000,13.127248,79.917375,Cold_Risk
177,88.2,-9.9,72.4,-3080,920,17420,13.127247,79.917374,Cold_Risk
186,90.8,-9.7,70.1,2380,3680,16640,13.127249,79.917376,Cold_Risk
189,89.6,-9.8,71.3,2660,-4280,17000,13.127248,79.917375,Cold_Risk
190,88.2,-9.9,72.4,-3080,920,17420,13.127247,79.917374,Cold_Risk
70,99.0,-10.2,55.2,1412,-228,15976,13.127296,79.917423,Normal
87,98.8,-10.3,67.3,1424,-212,16020,13.127295,79.917422,Normal
107,98.5,-10.5,66.5,1400,-260,16032,13.127294,79.917421,Normal
114,98.2,-10.6,78.6,1432,-236,15992,13.127293,79.917420,Normal
127,94.5,-10.5,74.5,1400,-260,16032,13.127294,79.917421,Fatigue
134,95.2,-10.6,75.6,1432,-236,15992,13.127293,79.917420,Fatigue
81,97.8,-10.5,77.6,1500,-160,16048,13.127292,79.917419,Normal
68,97.4,-10.9,69.4,1476,320,16120,13.127291,79.917418,Normal
105,98.0,-10.7,75.5,1448,760,16168,13.127290,79.917417,Normal
122,95.6,-10.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
133,95.0,-10.7,72.5,1448,760,16168,13.127290,79.917417,Fatigue
132,95.6,-10.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
83,99.2,-10.4,63.9,1180,1320,15952,13.127288,79.917415,Normal
98,98.8,-10.3,54.2,1080,1840,15876,13.127287,79.917414,Normal
108,97.2,-10.6,54.7,980,2360,15812,13.127286,79.917413,Normal
122,95.2,-10.4,53.9,1180,1320,15952,13.127288,79.917415,Fatigue
130,95.8,-10.3,54.2,1080,1840,15876,13.127287,79.917414,Fatigue
146,90.2,-10.6,54.7,980,2360,15812,13.127286,79.917413,Cold_Risk
82,99.0,-10.1,53.3,1360,-1640,15940,13.127285,79.917412,Normal
90,98.6,-10.6,54.0,1280,-2160,15884,13.127284,79.917411,Normal
109,98.0,-10.9,54.1,1180,-2680,15820,13.127283,79.917410,Normal
120,95.6,-10.6,54.0,1280,-2160,15884,13.127284,79.917411,Fatigue
149,90.0,-10.9,54.1,1180,-2680,15820,13.127283,79.917410,Cold_Risk
88,96.8,-10.0,62.4,-800,-250,16000,13.127282,79.917409,Normal
106,98.4,-10.4,73.3,-1200,-220,15980,13.127281,79.917408,Normal
124,95.8,-10.2,63.6,-1600,-180,15960,13.127280,79.917407,Fatigue
156,90.4,-10.4,53.3,-1200,-220,15980,13.127281,79.917408,Cold_Risk
164,92.8,-10.2,43.6,-1600,-180,15960,13.127280,79.917407,Cold_Risk
70,96.6,-10.7,42.0,2200,-210,16008,13.127279,79.917406,Normal
108,97.2,-10.8,53.1,2800,-176,15972,13.127278,79.917405,Normal
120,95.4,-10.9,54.4,3440,-144,15936,13.127277,79.917404,Fatigue
128,95.6,-10.7,52.0,2200,-210,16008,13.127279,79.917406,Fatigue
149,92.2,-10.8,63.1,2800,-176,15972,13.127278,79.917405,Cold_Risk
178,91.6,-10.9,64.4,3440,-144,15936,13.127277,79.917404,Cold_Risk
66,97.0,-10.4,52.9,1412,-220,17280,13.127276,79.917403,Normal
94,96.6,-10.7,63.8,1440,-204,17680,13.127275,79.917402,Normal
113,96.0,-10.3,53.6,1456,-188,18080,13.127274,79.917401,Normal
126,95.0,-10.4,62.9,1412,-220,17280,13.127276,79.917403,Fatigue
144,92.6,-10.7,63.8,1440,-204,17680,13.127275,79.917402,Cold_Risk
163,93.0,-10.3,63.6,1456,-188,18080,13.127274,79.917401,Cold_Risk
88,96.8,-10.1,52.1,1420,-260,14880,13.127273,79.917400,Normal
97,97.2,-10.4,53.6,1400,-292,14460,13.127272,79.917399,Normal
122,95.6,-10.3,53.4,1384,-324,14040,13.127271,79.917398,Fatigue
132,96.8,-10.1,52.1,1420,-260,14880,13.127273,79.917400,Fatigue
157,93.2,-10.4,53.6,1400,-292,14460,13.127272,79.917399,Cold_Risk
176,94.6,-10.3,53.4,1384,-324,14040,13.127271,79.917398,Cold_Risk
98,97.8,-10.7,45.8,980,2860,16016,13.127270,79.917397,Normal
100,98.0,-10.8,46.9,720,3820,16124,13.127269,79.917396,Normal
123,93.0,-10.4,47.7,460,4780,16260,13.127268,79.917395,Fatigue
128,94.8,-10.7,45.8,980,2860,16016,13.127270,79.917397,Fatigue
148,94.0,-10.8,46.9,720,3820,16124,13.127269,79.917396,Cold_Risk
163,93.0,-10.4,47.7,460,4780,16260,13.127268,79.917395,Cold_Risk
74,98.4,-10.2,45.4,1560,-3360,16040,13.127267,79.917394,Normal
97,97.6,-10.3,46.5,1740,-4340,16156,13.127266,79.917393,Normal
125,92.6,-10.8,47.5,1940,-5320,16296,13.127265,79.917392,Fatigue
134,94.4,-10.2,45.4,1560,-3360,16040,13.127267,79.917394,Fatigue
147,93.6,-10.3,46.5,1740,-4340,16156,13.127266,79.917393,Cold_Risk
160,92.6,-10.8,47.5,1940,-5320,16296,13.127265,79.917392,Cold_Risk
82,97.6,-10.1,45.0,-3200,-260,16020,13.127264,79.917391,Normal
95,98.8,-10.4,56.7,-4800,-220,15980,13.127263,79.917390,Normal
108,97.8,-10.3,57.5,-6400,-180,15940,13.127262,79.917389,Normal
122,94.6,-10.1,55.0,-3200,-260,16020,13.127264,79.917391,Fatigue
145,92.8,-10.4,56.7,-4800,-220,15980,13.127263,79.917390,Cold_Risk
168,91.8,-10.3,67.5,-6400,-180,15940,13.127262,79.917389,Cold_Risk
96,96.5,-10.5,66.7,4200,-164,16088,13.127261,79.917388,Normal
109,97.2,-10.0,67.2,5480,-120,16196,13.127260,79.917387,Normal
123,92.0,-10.7,68.9,6880,-84,16324,13.127259,79.917386,Fatigue
136,94.2,-10.5,66.7,4200,-164,16088,13.127261,79.917388,Fatigue
159,91.2,-10.0,67.2,5480,-120,16196,13.127260,79.917387,Cold_Risk
180,92.0,-10.7,68.9,6880,-84,16324,13.127259,79.917386,Cold_Risk
90,97.8,-10.4,56.1,1560,-208,19120,13.127258,79.917385,Normal
104,98.8,-10.8,57.1,1720,-152,20640,13.127257,79.917384,Normal
120,91.6,-10.2,58.3,1880,-96,20420,13.127256,79.917383,Fatigue
140,93.8,-10.4,76.1,1560,-208,19120,13.127258,79.917385,Cold_Risk
154,92.8,-10.8,77.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
168,91.6,-10.2,68.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
94,98.2,-10.7,67.2,1500,-308,13680,13.127255,79.917382,Normal
121,92.2,-10.8,68.9,1640,-420,12420,13.127254,79.917381,Fatigue
122,91.0,-10.3,69.7,1780,-536,11540,13.127253,79.917380,Fatigue
154,93.2,-10.7,67.2,1500,-308,13680,13.127255,79.917382,Injury_Risk
170,92.2,-10.8,68.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
182,91.0,-10.3,69.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
90,98.0,-10.4,63.3,4400,2000,13000,13.127252,79.917379,Normal
108,97.4,-10.9,74.7,5400,2600,11600,13.127251,79.917378,Normal
124,93.8,-10.2,74.5,6400,3200,10200,13.127250,79.917377,Fatigue
130,94.0,-10.4,73.3,4400,2000,13000,13.127252,79.917379,Fatigue
158,93.4,-10.9,74.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
177,93.8,-10.2,74.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
146,90.8,-10.7,70.1,2380,3680,16640,13.127249,79.917376,Cold_Risk
158,89.6,-10.8,71.3,2660,-4280,17000,13.127248,79.917375,Cold_Risk
177,88.2,-10.9,72.4,-3080,920,17420,13.127247,79.917374,Cold_Risk
186,90.8,-10.7,70.1,2380,3680,16640,13.127249,79.917376,Cold_Risk
189,89.6,-10.8,71.3,2660,-4280,17000,13.127248,79.917375,Cold_Risk
190,88.2,-10.9,72.4,-3080,920,17420,13.127247,79.917374,Cold_Risk
70,99.0,-11.2,75.2,1412,-228,15976,13.127296,79.917423,Normal
87,98.8,-11.3,77.3,1424,-212,16020,13.127295,79.917422,Normal
107,98.5,-11.5,76.5,1400,-260,16032,13.127294,79.917421,Normal
114,98.2,-11.6,78.6,1432,-236,15992,13.127293,79.917420,Normal
127,94.5,-11.5,74.5,1400,-260,16032,13.127294,79.917421,Fatigue
134,95.2,-11.6,75.6,1432,-236,15992,13.127293,79.917420,Fatigue
81,97.8,-11.5,77.6,1500,-160,16048,13.127292,79.917419,Normal
68,97.4,-11.9,69.4,1476,320,16120,13.127291,79.917418,Normal
105,98.0,-11.7,75.5,1448,760,16168,13.127290,79.917417,Normal
122,95.6,-11.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
133,95.0,-11.7,72.5,1448,760,16168,13.127290,79.917417,Fatigue
132,95.6,-11.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
83,99.2,-11.4,63.9,1180,1320,15952,13.127288,79.917415,Normal
98,98.8,-11.3,54.2,1080,1840,15876,13.127287,79.917414,Normal
108,97.2,-11.6,54.7,980,2360,15812,13.127286,79.917413,Normal
122,95.2,-11.4,53.9,1180,1320,15952,13.127288,79.917415,Fatigue
130,95.8,-11.3,54.2,1080,1840,15876,13.127287,79.917414,Fatigue
146,90.2,-11.6,54.7,980,2360,15812,13.127286,79.917413,Severe_Cold_Risk
82,99.0,-11.1,53.3,1360,-1640,15940,13.127285,79.917412,Normal
90,98.6,-11.6,54.0,1280,-2160,15884,13.127284,79.917411,Normal
109,98.0,-11.9,54.1,1180,-2680,15820,13.127283,79.917410,Normal
120,95.6,-11.6,54.0,1280,-2160,15884,13.127284,79.917411,Fatigue
149,90.0,-11.9,54.1,1180,-2680,15820,13.127283,79.917410,Severe_Cold_Risk
88,96.8,-11.0,62.4,-800,-250,16000,13.127282,79.917409,Normal
106,98.4,-11.4,73.3,-1200,-220,15980,13.127281,79.917408,Normal
124,95.8,-11.2,63.6,-1600,-180,15960,13.127280,79.917407,Fatigue
156,90.4,-11.4,63.3,-1200,-220,15980,13.127281,79.917408,Severe_Cold_Risk
164,92.8,-11.2,63.6,-1600,-180,15960,13.127280,79.917407,Severe_Cold_Risk
70,96.6,-11.7,62.0,2200,-210,16008,13.127279,79.917406,Normal
108,97.2,-11.8,63.1,2800,-176,15972,13.127278,79.917405,Normal
120,95.4,-11.9,64.4,3440,-144,15936,13.127277,79.917404,Fatigue
128,95.6,-11.7,62.0,2200,-210,16008,13.127279,79.917406,Fatigue
149,92.2,-11.8,63.1,2800,-176,15972,13.127278,79.917405,Severe_Cold_Risk
178,91.6,-11.9,64.4,3440,-144,15936,13.127277,79.917404,Severe_Cold_Risk
66,97.0,-11.4,52.9,1412,-220,17280,13.127276,79.917403,Normal
94,96.6,-11.7,63.8,1440,-204,17680,13.127275,79.917402,Normal
113,96.0,-11.3,53.6,1456,-188,18080,13.127274,79.917401,Normal
126,95.0,-11.4,62.9,1412,-220,17280,13.127276,79.917403,Fatigue
144,92.6,-11.7,63.8,1440,-204,17680,13.127275,79.917402,Severe_Cold_Risk
163,93.0,-11.3,63.6,1456,-188,18080,13.127274,79.917401,Severe_Cold_Risk
88,96.8,-11.1,52.1,1420,-260,14880,13.127273,79.917400,Normal
97,97.2,-11.4,53.6,1400,-292,14460,13.127272,79.917399,Normal
122,95.6,-11.3,53.4,1384,-324,14040,13.127271,79.917398,Fatigue
132,96.8,-11.1,52.1,1420,-260,14880,13.127273,79.917400,Fatigue
157,93.2,-11.4,63.6,1400,-292,14460,13.127272,79.917399,Severe_Cold_Risk
176,94.6,-11.3,63.4,1384,-324,14040,13.127271,79.917398,Severe_Cold_Risk
98,97.8,-11.7,65.8,980,2860,16016,13.127270,79.917397,Normal
100,98.0,-11.8,66.9,720,3820,16124,13.127269,79.917396,Normal
123,93.0,-11.4,67.7,460,4780,16260,13.127268,79.917395,Fatigue
128,94.8,-11.7,65.8,980,2860,16016,13.127270,79.917397,Fatigue
148,94.0,-11.8,66.9,720,3820,16124,13.127269,79.917396,Severe_Cold_Risk
163,93.0,-11.4,67.7,460,4780,16260,13.127268,79.917395,Severe_Cold_Risk
74,98.4,-11.2,65.4,1560,-3360,16040,13.127267,79.917394,Normal
97,97.6,-11.3,66.5,1740,-4340,16156,13.127266,79.917393,Normal
125,92.6,-11.8,67.5,1940,-5320,16296,13.127265,79.917392,Fatigue
134,94.4,-11.2,65.4,1560,-3360,16040,13.127267,79.917394,Fatigue
147,93.6,-11.3,66.5,1740,-4340,16156,13.127266,79.917393,Severe_Cold_Risk
160,92.6,-11.8,67.5,1940,-5320,16296,13.127265,79.917392,Severe_Cold_Risk
82,97.6,-11.1,55.0,-3200,-260,16020,13.127264,79.917391,Normal
95,98.8,-11.4,66.7,-4800,-220,15980,13.127263,79.917390,Normal
108,97.8,-11.3,67.5,-6400,-180,15940,13.127262,79.917389,Normal
122,94.6,-11.1,65.0,-3200,-260,16020,13.127264,79.917391,Fatigue
145,92.8,-11.4,66.7,-4800,-220,15980,13.127263,79.917390,Severe_Cold_Risk
168,91.8,-11.3,77.5,-6400,-180,15940,13.127262,79.917389,Severe_Cold_Risk
96,96.5,-11.5,76.7,4200,-164,16088,13.127261,79.917388,Normal
109,97.2,-11.0,77.2,5480,-120,16196,13.127260,79.917387,Normal
123,92.0,-11.7,88.9,6880,-84,16324,13.127259,79.917386,Fatigue
136,94.2,-11.5,86.7,4200,-164,16088,13.127261,79.917388,Fatigue
159,91.2,-11.0,87.2,5480,-120,16196,13.127260,79.917387,Severe_Cold_Risk
180,92.0,-11.7,88.9,6880,-84,16324,13.127259,79.917386,Severe_Cold_Risk
90,97.8,-11.4,76.1,1560,-208,19120,13.127258,79.917385,Normal
104,98.8,-11.8,87.1,1720,-152,20640,13.127257,79.917384,Normal
120,91.6,-11.2,88.3,1880,-96,20420,13.127256,79.917383,Fatigue
140,93.8,-11.4,76.1,1560,-208,19120,13.127258,79.917385,Severe_Cold_Risk
154,92.8,-11.8,87.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
168,91.6,-11.2,78.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
94,98.2,-11.7,87.2,1500,-308,13680,13.127255,79.917382,Normal
121,92.2,-11.8,88.9,1640,-420,12420,13.127254,79.917381,Fatigue
122,91.0,-11.3,89.7,1780,-536,11540,13.127253,79.917380,Fatigue
154,93.2,-11.7,87.2,1500,-308,13680,13.127255,79.917382,Injury_Risk
170,92.2,-11.8,68.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
182,91.0,-11.3,69.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
90,98.0,-11.4,63.3,4400,2000,13000,13.127252,79.917379,Normal
108,97.4,-11.9,74.7,5400,2600,11600,13.127251,79.917378,Normal
124,93.8,-11.2,74.5,6400,3200,10200,13.127250,79.917377,Fatigue
130,94.0,-11.4,73.3,4400,2000,13000,13.127252,79.917379,Fatigue
158,93.4,-11.9,74.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
177,93.8,-11.2,84.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
146,90.8,-11.7,80.1,2380,3680,16640,13.127249,79.917376,Severe_Cold_Risk
158,89.6,-11.8,81.3,2660,-4280,17000,13.127248,79.917375,Severe_Cold_Risk
177,88.2,-11.9,82.4,-3080,920,17420,13.127247,79.917374,Severe_Cold_Risk
186,90.8,-11.7,80.1,2380,3680,16640,13.127249,79.917376,Severe_Cold_Risk
189,89.6,-11.8,81.3,2660,-4280,17000,13.127248,79.917375,Severe_Cold_Risk
190,88.2,-11.9,82.4,-3080,920,17420,13.127247,79.917374,Severe_Cold_Risk
67,99.0,-12.2,75.2,1412,-228,15976,13.127296,79.917423,Normal
87,98.8,-12.3,87.3,1424,-212,16020,13.127295,79.917422,Normal
107,98.5,-12.5,76.5,1400,-260,16032,13.127294,79.917421,Normal
114,98.2,-12.6,78.6,1432,-236,15992,13.127293,79.917420,Normal
127,94.5,-12.5,84.5,1400,-260,16032,13.127294,79.917421,Fatigue
134,95.2,-12.6,85.6,1432,-236,15992,13.127293,79.917420,Fatigue
81,97.8,-12.5,87.6,1500,-160,16048,13.127292,79.917419,Normal
68,97.4,-12.9,79.4,1476,320,16120,13.127291,79.917418,Normal
105,98.0,-12.7,75.5,1448,760,16168,13.127290,79.917417,Normal
122,95.6,-12.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
133,95.0,-12.7,72.5,1448,760,16168,13.127290,79.917417,Fatigue
132,95.6,-12.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
83,99.2,-12.4,63.9,1180,1320,15952,13.127288,79.917415,Normal
98,98.8,-12.3,54.2,1080,1840,15876,13.127287,79.917414,Normal
108,97.2,-12.6,54.7,980,2360,15812,13.127286,79.917413,Normal
122,95.2,-12.4,53.9,1180,1320,15952,13.127288,79.917415,Fatigue
130,95.8,-12.3,54.2,1080,1840,15876,13.127287,79.917414,Fatigue
146,90.2,-12.6,54.7,980,2360,15812,13.127286,79.917413,Severe_Cold_Risk
82,99.0,-12.1,53.3,1360,-1640,15940,13.127285,79.917412,Normal
90,98.6,-12.6,54.0,1280,-2160,15884,13.127284,79.917411,Normal
109,98.0,-12.9,54.1,1180,-2680,15820,13.127283,79.917410,Normal
120,95.6,-12.6,54.0,1280,-2160,15884,13.127284,79.917411,Fatigue
149,90.0,-12.9,54.1,1180,-2680,15820,13.127283,79.917410,Severe_Cold_Risk
88,96.8,-12.0,62.4,-800,-250,16000,13.127282,79.917409,Normal
106,98.4,-12.4,73.3,-1200,-220,15980,13.127281,79.917408,Normal
124,95.8,-12.2,63.6,-1600,-180,15960,13.127280,79.917407,Fatigue
156,90.4,-12.4,53.3,-1200,-220,15980,13.127281,79.917408,Severe_Cold_Risk
164,92.8,-12.2,63.6,-1600,-180,15960,13.127280,79.917407,Severe_Cold_Risk
70,96.6,-12.7,62.0,2200,-210,16008,13.127279,79.917406,Normal
108,97.2,-12.8,73.1,2800,-176,15972,13.127278,79.917405,Normal
120,95.4,-12.9,74.4,3440,-144,15936,13.127277,79.917404,Fatigue
128,95.6,-12.7,72.0,2200,-210,16008,13.127279,79.917406,Fatigue
149,92.2,-12.8,63.1,2800,-176,15972,13.127278,79.917405,Severe_Cold_Risk
178,91.6,-12.9,64.4,3440,-144,15936,13.127277,79.917404,Severe_Cold_Risk
66,97.0,-12.4,52.9,1412,-220,17280,13.127276,79.917403,Normal
94,96.6,-12.7,63.8,1440,-204,17680,13.127275,79.917402,Normal
113,96.0,-12.3,53.6,1456,-188,18080,13.127274,79.917401,Normal
126,95.0,-12.4,62.9,1412,-220,17280,13.127276,79.917403,Fatigue
144,92.6,-12.7,63.8,1440,-204,17680,13.127275,79.917402,Severe_Cold_Risk
163,93.0,-12.3,63.6,1456,-188,18080,13.127274,79.917401,Severe_Cold_Risk
88,96.8,-12.1,52.1,1420,-260,14880,13.127273,79.917400,Normal
97,97.2,-12.4,53.6,1400,-292,14460,13.127272,79.917399,Normal
122,95.6,-12.3,53.4,1384,-324,14040,13.127271,79.917398,Fatigue
132,96.8,-12.1,52.1,1420,-260,14880,13.127273,79.917400,Fatigue
157,93.2,-12.4,53.6,1400,-292,14460,13.127272,79.917399,Severe_Cold_Risk
176,94.6,-12.3,63.4,1384,-324,14040,13.127271,79.917398,Severe_Cold_Risk
98,97.8,-12.7,65.8,980,2860,16016,13.127270,79.917397,Normal
100,98.0,-12.8,66.9,720,3820,16124,13.127269,79.917396,Normal
123,93.0,-12.4,67.7,460,4780,16260,13.127268,79.917395,Fatigue
128,94.8,-12.7,65.8,980,2860,16016,13.127270,79.917397,Fatigue
148,94.0,-12.8,66.9,720,3820,16124,13.127269,79.917396,Severe_Cold_Risk
163,93.0,-12.4,67.7,460,4780,16260,13.127268,79.917395,Severe_Cold_Risk
74,98.4,-12.2,65.4,1560,-3360,16040,13.127267,79.917394,Normal
97,97.6,-12.3,86.5,1740,-4340,16156,13.127266,79.917393,Normal
125,92.6,-12.8,87.5,1940,-5320,16296,13.127265,79.917392,Fatigue
134,94.4,-12.2,45.4,1560,-3360,16040,13.127267,79.917394,Fatigue
147,93.6,-12.3,86.5,1740,-4340,16156,13.127266,79.917393,Severe_Cold_Risk
160,92.6,-12.8,87.5,1940,-5320,16296,13.127265,79.917392,Severe_Cold_Risk
82,97.6,-12.1,85.0,-3200,-260,16020,13.127264,79.917391,Normal
95,98.8,-12.4,86.7,-4800,-220,15980,13.127263,79.917390,Normal
108,97.8,-12.3,87.5,-6400,-180,15940,13.127262,79.917389,Normal
122,94.6,-12.1,85.0,-3200,-260,16020,13.127264,79.917391,Fatigue
145,92.8,-12.4,56.7,-4800,-220,15980,13.127263,79.917390,Severe_Cold_Risk
168,91.8,-12.3,67.5,-6400,-180,15940,13.127262,79.917389,Severe_Cold_Risk
96,96.5,-12.5,66.7,4200,-164,16088,13.127261,79.917388,Normal
109,97.2,-12.0,67.2,5480,-120,16196,13.127260,79.917387,Normal
123,92.0,-12.7,68.9,6880,-84,16324,13.127259,79.917386,Fatigue
136,94.2,-12.5,66.7,4200,-164,16088,13.127261,79.917388,Fatigue
159,91.2,-12.0,67.2,5480,-120,16196,13.127260,79.917387,Severe_Cold_Risk
180,92.0,-12.7,68.9,6880,-84,16324,13.127259,79.917386,Severe_Cold_Risk
90,97.8,-12.4,56.1,1560,-208,19120,13.127258,79.917385,Normal
104,98.8,-12.8,57.1,1720,-152,20640,13.127257,79.917384,Normal
120,91.6,-12.2,58.3,1880,-96,20420,13.127256,79.917383,Fatigue
140,93.8,-12.4,76.1,1560,-208,19120,13.127258,79.917385,Severe_Cold_Risk
154,92.8,-12.8,77.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
168,91.6,-12.2,68.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
94,98.2,-12.7,67.2,1500,-308,13680,13.127255,79.917382,Normal
121,92.2,-12.8,88.9,1640,-420,12420,13.127254,79.917381,Fatigue
122,91.0,-12.3,89.7,1780,-536,11540,13.127253,79.917380,Fatigue
154,93.2,-12.7,87.2,1500,-308,13680,13.127255,79.917382,Injury_Risk
170,92.2,-12.8,88.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
182,91.0,-12.3,69.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
90,98.0,-12.4,63.3,4400,2000,13000,13.127252,79.917379,Normal
108,97.4,-12.9,74.7,5400,2600,11600,13.127251,79.917378,Normal
124,93.8,-12.2,74.5,6400,3200,10200,13.127250,79.917377,Fatigue
130,94.0,-12.4,73.3,4400,2000,13000,13.127252,79.917379,Fatigue
158,93.4,-12.9,74.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
177,93.8,-12.2,74.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
146,90.8,-12.7,80.1,2380,3680,16640,13.127249,79.917376,Severe_Cold_Risk
158,89.6,-12.8,81.3,2660,-4280,17000,13.127248,79.917375,Severe_Cold_Risk
177,88.2,-12.9,72.4,-3080,920,17420,13.127247,79.917374,Severe_Cold_Risk
186,90.8,-12.7,80.1,2380,3680,16640,13.127249,79.917376,Severe_Cold_Risk
189,89.6,-12.8,81.3,2660,-4280,17000,13.127248,79.917375,Severe_Cold_Risk
190,88.2,-12.9,82.4,-3080,920,17420,13.127247,79.917374,Severe_Cold_Risk
69,98.0,-13.2,75.2,1412,-228,15976,13.127296,79.917423,Normal
87,98.8,-13.3,87.3,1424,-212,16020,13.127295,79.917422,Normal
107,98.5,-13.5,76.5,1400,-260,16032,13.127294,79.917421,Normal
114,98.2,-13.6,78.6,1432,-236,15992,13.127293,79.917420,Normal
127,94.5,-13.5,84.5,1400,-260,16032,13.127294,79.917421,Fatigue
134,95.2,-13.6,85.6,1432,-236,15992,13.127293,79.917420,Fatigue
81,97.8,-13.5,87.6,1500,-160,16048,13.127292,79.917419,Normal
68,97.4,-13.9,79.4,1476,320,16120,13.127291,79.917418,Normal
105,98.0,-13.7,75.5,1448,760,16168,13.127290,79.917417,Normal
122,95.6,-13.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
133,95.0,-13.7,72.5,1448,760,16168,13.127290,79.917417,Fatigue
132,95.6,-13.0,73.2,1512,-500,16100,13.127289,79.917416,Fatigue
83,99.2,-13.4,63.9,1180,1320,15952,13.127288,79.917415,Normal
98,98.8,-13.3,54.2,1080,1840,15876,13.127287,79.917414,Normal
108,97.2,-13.6,54.7,980,2360,15812,13.127286,79.917413,Normal
122,95.2,-13.4,53.9,1180,1320,15952,13.127288,79.917415,Fatigue
130,95.8,-13.3,54.2,1080,1840,15876,13.127287,79.917414,Fatigue
146,90.2,-13.6,54.7,980,2360,15812,13.127286,79.917413,Severe_Cold_Risk
82,99.0,-13.1,53.3,1360,-1640,15940,13.127285,79.917412,Normal
90,98.6,-13.6,54.0,1280,-2160,15884,13.127284,79.917411,Normal
109,98.0,-13.9,54.1,1180,-2680,15820,13.127283,79.917410,Normal
120,95.6,-13.6,54.0,1280,-2160,15884,13.127284,79.917411,Fatigue
149,90.0,-13.9,54.1,1180,-2680,15820,13.127283,79.917410,Severe_Cold_Risk
88,96.8,-13.0,62.4,-800,-250,16000,13.127282,79.917409,Normal
106,98.4,-13.4,73.3,-1200,-220,15980,13.127281,79.917408,Normal
124,95.8,-13.2,63.6,-1600,-180,15960,13.127280,79.917407,Fatigue
156,90.4,-13.4,53.3,-1200,-220,15980,13.127281,79.917408,Severe_Cold_Risk
164,92.8,-13.2,63.6,-1600,-180,15960,13.127280,79.917407,Severe_Cold_Risk
70,96.6,-13.7,62.0,2200,-210,16008,13.127279,79.917406,Normal
108,97.2,-13.8,73.1,2800,-176,15972,13.127278,79.917405,Normal
120,95.4,-13.9,74.4,3440,-144,15936,13.127277,79.917404,Fatigue
128,95.6,-13.7,72.0,2200,-210,16008,13.127279,79.917406,Fatigue
149,92.2,-13.8,63.1,2800,-176,15972,13.127278,79.917405,Severe_Cold_Risk
178,91.6,-13.9,64.4,3440,-144,15936,13.127277,79.917404,Severe_Cold_Risk
66,97.0,-13.4,52.9,1412,-220,17280,13.127276,79.917403,Normal
94,96.6,-13.7,63.8,1440,-204,17680,13.127275,79.917402,Normal
113,96.0,-13.3,53.6,1456,-188,18080,13.127274,79.917401,Normal
126,95.0,-13.4,62.9,1412,-220,17280,13.127276,79.917403,Fatigue
